2024-11-03 17:19:26,443 - Worker-0 - INFO - Downloaded https://www.stat.uci.edu, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:33,376 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch1/Ch1WinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:34,667 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch8/logoddsdata.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:35,181 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch7/Ch7Rcode.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:35,693 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/LarynxWinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:36,270 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch12/LeukemiaData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:36,780 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/WinBUGScodeExercise13-20.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:37,290 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/leukemia.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:37,801 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/BankSalaryData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:38,311 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/FEVdataAge10to19.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:38,823 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch5/DiasorinModel1.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:39,335 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch8/Ch8WinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:40,310 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch10/DentalWBcode.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:40,820 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/DiasorinANOVAModel.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:41,332 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/KidneyData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:41,848 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch12/leukemia.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:42,358 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/LeukemiaData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:42,869 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch1/LungCancerData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:43,379 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch8/OringData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:43,889 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch11/FabricFaultData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:44,399 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch10/DogCode.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:44,909 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch10/VentilationData-Exercise-10-15.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:45,419 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch1/BrassAlloyZincData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:45,929 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch4/Ch4WinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:46,453 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch7/FEVdataAge10to19.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:46,964 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/Ch13RcodeLeukemia.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:47,477 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch11/Ch11SAScode.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:47,989 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/Model1.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:48,499 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch10/DentalData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:49,011 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/FullFEVdataExercise9-21.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:49,525 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/Model4.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:50,035 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch15/MPTdensity.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:50,556 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch4/Ch4Rcode.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:51,066 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch5/SampleSizeProportions.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:51,576 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/Model3.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:52,087 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch8/logoddstrauma.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:52,616 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch8/ToenailData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:53,135 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/Model2.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:53,646 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/CowData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:54,156 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch12/Ch12WinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:54,704 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch10/DogData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:55,215 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch11/Ch11Rcode.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:55,728 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch1/CowAbortionData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:56,238 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch8/trauma300.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:56,751 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch15/Ch15WinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:57,275 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch11/Ch11WinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:57,855 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch11/FMDData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:58,366 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/Ch9WinBUGScodeANOVA.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:58,955 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch1/ArmadilloDataOneSample.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:19:59,465 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/LeukemiaPHWinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:00,002 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch6/Ch6WinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:00,522 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/LungCancerData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:01,039 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch8/prioriterates.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:01,692 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch5/SampleSizeRcode.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:02,205 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch10/DogMixedModel.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:02,716 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch15/Chap15DPpackage.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:03,229 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch10/Ch10Rcode.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:03,746 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/RcodeKidney.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:04,265 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch8/posterioriterates.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:04,919 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/KidneyPHWinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:05,513 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch1/SurvivalDataArmadilloHunting.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:06,029 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/AppendixC/RcodeAppendix.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:06,543 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/DugongWBcode.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:07,055 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch8/cowabortiondata.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:07,609 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/Model6.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:08,120 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/Ch9RcodeANOVA.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:08,633 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch11/WatkinsData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:09,144 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch1/ArmadilloHuntingRepeatedMeasuresData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:09,656 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/Ch9WinBUGScodeFEV.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:10,268 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch3/Ch3WinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:11,087 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch8/Ch8Rcode.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:11,601 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/BayesPHinSAS.sas, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:12,113 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch10/DogDataLinRegVersion.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:12,624 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch3/RcodeCh3.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:13,135 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch11/GrilleDefectsData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:13,646 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch10/CSmodel.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:14,157 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/Ch9Rcode.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:14,679 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch12/Ch12Rcode.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:15,193 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/DiasorinData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:15,703 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch15/DPMdensity.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:16,226 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch9/FEVWBModel.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:16,737 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch5/DiasorinModel.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:17,248 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/AcheDataExercise13-20.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:17,763 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/CowAbortionWinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:18,291 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch8/ToenailCodebook.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:18,802 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch5/RcodeCh5.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:19,314 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch14/Ch14WinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:19,855 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch10/IL1bData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:20,368 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch5/RcodeDiasorinExample.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:20,882 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/AppendixC/leukemia.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:21,392 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch7/Ch7WinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:21,950 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/Larynx-Cancer-Data.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:22,464 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch5/Ch5WinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:23,173 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch13/OvarianCancerData.txt, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:23,686 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~wjohnson/BIDA/Ch10/Ch10WinBUGScode.odc, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:24,333 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/statistics, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:25,160 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/annie-qu, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:25,876 - Worker-0 - INFO - Downloaded https://ics.uci.edu/research-areas/ai-ml-and-natural-language-processing, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:26,853 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/dennis-kibler, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:27,514 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/dennis-kibler#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:28,175 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/ian-harris, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:28,862 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/ian-harris#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:29,600 - Worker-0 - INFO - Downloaded https://ics.uci.edu/research-areas/security-privacy-cryptography, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:30,389 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/michael-franz, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:31,092 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/michael-franz#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:31,789 - Worker-0 - INFO - Downloaded https://ics.uci.edu/category/article/highlight, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:32,483 - Worker-0 - INFO - Downloaded https://ics.uci.edu/category/academics, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:33,235 - Worker-0 - INFO - Downloaded https://ics.uci.edu/category/academics#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:33,925 - Worker-0 - INFO - Downloaded https://ics.uci.edu/category/article/highlight#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:34,619 - Worker-0 - INFO - Downloaded https://ics.uci.edu/research-areas/software-engineering-and-systems, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:35,352 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/debra-richardson, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:36,025 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/debra-richardson#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:36,748 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~djr, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:37,259 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/james-jones, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:37,926 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/james-jones#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:38,589 - Worker-0 - INFO - Downloaded http://www.ics.uci.edu/~jajones, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:39,101 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/sergio-gago-masague, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:39,801 - Worker-0 - INFO - Downloaded https://ics.uci.edu/research-areas/cs-education, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:40,504 - Worker-0 - INFO - Downloaded https://ics.uci.edu/research-areas/cs-education#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:41,201 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/jennifer-wong-ma, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:41,936 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/jennifer-wong-ma#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:42,621 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/michael-shindler, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:43,297 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/michael-shindler#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:43,970 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/ray-klefstad, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:44,628 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/ray-klefstad#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:45,283 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/sergio-gago-masague#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:46,033 - Worker-0 - INFO - Downloaded https://ics.uci.edu/category/research, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:46,726 - Worker-0 - INFO - Downloaded https://ics.uci.edu/category/research#content, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:47,415 - Worker-0 - INFO - Downloaded https://ics.uci.edu/research-areas/human-computer-interaction, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:48,224 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/katie-salen-tekinbas, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:48,965 - Worker-0 - INFO - Downloaded https://ics.uci.edu/research-areas/computer-games-and-virtual-worlds, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:49,697 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/kylie-peppler, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:50,403 - Worker-0 - INFO - Downloaded https://ics.uci.edu/research-areas/computer-supported-cooperative-work, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:51,118 - Worker-0 - INFO - Downloaded https://ics.uci.edu/people/geoffrey-bowker, status <200>, using cache ('styx.ics.uci.edu', 9003).
2024-11-03 17:20:51,804 - Worker-0 - INFO - Downloaded https://ics.uci.edu/research-areas/database-information-systems, status <200>, using cache ('styx.ics.uci.edu', 9003).
